-174.63333333	0.00022561
-174.60000000	0.00017496
-174.56666666	0.00016509
-174.53333333	0.00007310
-174.50000000	0.00007449
-174.46666666	-0.00003391
-174.43333333	-0.00007440
-174.40000000	-0.00023904
-174.36666666	-0.00025209
-174.33333333	-0.00031797
-174.30000000	-0.00015393
-174.26666666	-0.00017853
-174.23333333	-0.00015805
-174.20000000	-0.00008779
-174.16666666	0.00007054
-174.13333333	0.00008034
-174.10000000	0.00014963
-174.06666666	0.00022952
-174.03333333	0.00025346
-174.00000000	0.00023030
-173.96666666	0.00023247
-173.93333333	0.00018503
-173.90000000	0.00004576
-173.86666666	-0.00008039
-173.83333333	-0.00006786
-173.80000000	-0.00012121
-173.76666666	-0.00015655
-173.73333333	-0.00017855
-173.70000000	-0.00009003
-173.66666666	-0.00010166
-173.63333333	-0.00014367
-173.60000000	-0.00011135
-173.56666666	-0.00008632
-173.53333333	0.00005768
-173.50000000	0.00008163
-173.46666666	0.00009435
-173.43333333	0.00008861
-173.40000000	0.00001819
-173.36666666	0.00007321
-173.33333333	0.00005335
-173.30000000	-0.00005478
-173.26666666	-0.00012335
-173.23333333	-0.00031953
-173.20000000	-0.00048957
-173.16666666	-0.00064477
-173.13333333	-0.00073079
-173.10000000	-0.00082502
-173.06666666	-0.00088867
-173.03333333	-0.00094133
-173.00000000	-0.00086341
-172.96666666	-0.00100156
-172.93333333	-0.00094866
-172.90000000	-0.00094244
-172.86666666	-0.00083859
-172.83333333	-0.00088052
-172.80000000	-0.00081449
-172.76666666	-0.00083980
-172.73333333	-0.00073743
-172.69999999	-0.00072437
-172.66666666	-0.00077720
-172.63333333	-0.00089251
-172.59999999	-0.00104383
-172.56666666	-0.00112410
-172.53333333	-0.00125405
-172.49999999	-0.00144552
-172.46666666	-0.00160850
-172.43333333	-0.00174682
-172.39999999	-0.00165438
-172.36666666	-0.00174344
-172.33333333	-0.00175714
-172.29999999	-0.00174008
-172.26666666	-0.00169712
-172.23333333	-0.00158234
-172.19999999	-0.00145448
-172.16666666	-0.00138043
-172.13333333	-0.00114329
-172.09999999	-0.00097821
-172.06666666	-0.00099503
-172.03333333	-0.00095929
-171.99999999	-0.00093716
-171.96666666	-0.00092666
-171.93333333	-0.00089984
-171.89999999	-0.00102762
-171.86666666	-0.00120156
-171.83333333	-0.00113292
-171.79999999	-0.00125365
-171.76666666	-0.00140921
-171.73333333	-0.00139824
-171.69999999	-0.00156465
-171.66666666	-0.00159634
-171.63333333	-0.00161346
-171.59999999	-0.00159821
-171.56666666	-0.00155358
-171.53333333	-0.00143855
-171.49999999	-0.00123787
-171.46666666	-0.00109377
-171.43333333	-0.00093832
-171.39999999	-0.00085782
-171.36666666	-0.00070624
-171.33333333	-0.00064462
-171.29999999	-0.00056233
-171.26666666	-0.00058088
-171.23333333	-0.00056595
-171.19999999	-0.00059632
-171.16666666	-0.00075115
-171.13333333	-0.00080603
-171.09999999	-0.00105372
-171.06666666	-0.00114773
-171.03333333	-0.00132400
-170.99999999	-0.00140790
-170.96666666	-0.00152076
-170.93333333	-0.00157559
-170.89999999	-0.00165758
-170.86666666	-0.00160770
-170.83333333	-0.00168155
-170.79999999	-0.00164273
-170.76666666	-0.00156430
-170.73333333	-0.00146453
-170.69999999	-0.00147975
-170.66666666	-0.00127378
-170.63333333	-0.00116843
-170.59999999	-0.00132043
-170.56666666	-0.00120723
-170.53333333	-0.00127825
-170.49999999	-0.00132847
-170.46666666	-0.00148971
-170.43333333	-0.00156796
-170.39999999	-0.00175641
-170.36666666	-0.00181149
-170.33333333	-0.00210924
-170.29999999	-0.00216432
-170.26666666	-0.00231560
-170.23333333	-0.00240463
-170.19999999	-0.00255403
-170.16666666	-0.00250512
-170.13333333	-0.00241647
-170.09999999	-0.00244227
-170.06666666	-0.00241453
-170.03333332	-0.00223852
-169.99999999	-0.00214698
-169.96666666	-0.00207853
-169.93333332	-0.00183874
-169.89999999	-0.00175511
-169.86666666	-0.00154011
-169.83333332	-0.00132909
-169.79999999	-0.00120912
-169.76666666	-0.00107218
-169.73333332	-0.00104928
-169.69999999	-0.00099674
-169.66666666	-0.00094091
-169.63333332	-0.00108728
-169.59999999	-0.00107761
-169.56666666	-0.00119151
-169.53333332	-0.00121677
-169.49999999	-0.00142356
-169.46666666	-0.00145600
-169.43333332	-0.00156509
-169.39999999	-0.00157304
-169.36666666	-0.00148071
-169.33333332	-0.00152164
-169.29999999	-0.00130987
-169.26666666	-0.00120707
-169.23333332	-0.00106491
-169.19999999	-0.00084962
-169.16666666	-0.00058750
-169.13333332	-0.00041653
-169.09999999	-0.00027257
-169.06666666	-0.00007859
-169.03333332	0.00007242
-168.99999999	0.00018880
-168.96666666	0.00020835
-168.93333332	0.00023178
-168.89999999	0.00026434
-168.86666666	0.00008793
-168.83333332	0.00000911
-168.79999999	-0.00000866
-168.76666666	-0.00013554
-168.73333332	-0.00038349
-168.69999999	-0.00040824
-168.66666666	-0.00055091
-168.63333332	-0.00071425
-168.59999999	-0.00069478
-168.56666666	-0.00076959
-168.53333332	-0.00075296
-168.49999999	-0.00070627
-168.46666666	-0.00063053
-168.43333332	-0.00046224
-168.39999999	-0.00021844
-168.36666666	-0.00018079
-168.33333332	-0.00005314
-168.29999999	0.00008607
-168.26666666	0.00017829
-168.23333332	0.00035155
-168.19999999	0.00040426
-168.16666666	0.00036637
-168.13333332	0.00034882
-168.09999999	0.00031569
-168.06666666	0.00027305
-168.03333332	0.00016777
-167.99999999	0.00011683
-167.96666666	-0.00003909
-167.93333332	-0.00014643
-167.89999999	-0.00036236
-167.86666666	-0.00055608
-167.83333332	-0.00065621
-167.79999999	-0.00077440
-167.76666666	-0.00081785
-167.73333332	-0.00083369
-167.69999999	-0.00076890
-167.66666666	-0.00086128
-167.63333332	-0.00066561
-167.59999999	-0.00054526
-167.56666666	-0.00050313
-167.53333332	-0.00032882
-167.49999999	-0.00021096
-167.46666666	-0.00013107
-167.43333332	0.00000233
-167.39999999	-0.00005185
-167.36666665	-0.00001185
-167.33333332	0.00000680
-167.29999999	-0.00019820
-167.26666665	-0.00020979
-167.23333332	-0.00043979
-167.19999999	-0.00045009
-167.16666665	-0.00063997
-167.13333332	-0.00092220
-167.09999999	-0.00104122
-167.06666665	-0.00113785
-167.03333332	-0.00123977
-166.99999999	-0.00139132
-166.96666665	-0.00142965
-166.93333332	-0.00145985
-166.89999999	-0.00138470
-166.86666665	-0.00137557
-166.83333332	-0.00115652
-166.79999999	-0.00102004
-166.76666665	-0.00087876
-166.73333332	-0.00070369
-166.69999999	-0.00043617
-166.66666665	-0.00020945
-166.63333332	-0.00006846
-166.59999999	0.00005973
-166.56666665	0.00020010
-166.53333332	0.00026428
-166.49999999	0.00036943
-166.46666665	0.00034723
-166.43333332	0.00029578
-166.39999999	0.00020095
-166.36666665	0.00005232
-166.33333332	0.00007809
-166.29999999	-0.00010126
-166.26666665	-0.00041291
-166.23333332	-0.00045363
-166.19999999	-0.00071637
-166.16666665	-0.00079727
-166.13333332	-0.00090638
-166.09999999	-0.00089143
-166.06666665	-0.00095485
-166.03333332	-0.00089277
-165.99999999	-0.00087391
-165.96666665	-0.00069458
-165.93333332	-0.00059164
-165.89999999	-0.00029135
-165.86666665	-0.00014011
-165.83333332	0.00008246
-165.79999999	0.00015155
-165.76666665	0.00044757
-165.73333332	0.00054790
-165.69999999	0.00063802
-165.66666665	0.00069752
-165.63333332	0.00077393
-165.59999999	0.00073927
-165.56666665	0.00065558
-165.53333332	0.00053792
-165.49999999	0.00034494
-165.46666665	0.00018977
-165.43333332	-0.00010970
-165.39999999	-0.00028281
-165.36666665	-0.00048794
-165.33333332	-0.00082607
-165.29999999	-0.00089201
-165.26666665	-0.00104954
-165.23333332	-0.00133792
-165.19999999	-0.00136208
-165.16666665	-0.00131317
-165.13333332	-0.00133236
-165.09999999	-0.00127494
-165.06666665	-0.00118665
-165.03333332	-0.00093398
-164.99999999	-0.00069343
-164.96666665	-0.00063844
-164.93333332	-0.00026946
-164.89999999	-0.00003035
-164.86666665	0.00004848
-164.83333332	0.00017993
-164.79999999	0.00040334
-164.76666665	0.00047910
-164.73333332	0.00048430
-164.69999998	0.00058398
-164.66666665	0.00049766
-164.63333332	0.00035842
-164.59999998	0.00009112
-164.56666665	-0.00009589
-164.53333332	-0.00035499
-164.49999998	-0.00067845
-164.46666665	-0.00089442
-164.43333332	-0.00117456
-164.39999998	-0.00135711
-164.36666665	-0.00157244
-164.33333332	-0.00177554
-164.29999998	-0.00182742
-164.26666665	-0.00205934
-164.23333332	-0.00206311
-164.19999998	-0.00210637
-164.16666665	-0.00205993
-164.13333332	-0.00207141
-164.09999998	-0.00183019
-164.06666665	-0.00159514
-164.03333332	-0.00148171
-163.99999998	-0.00119484
-163.96666665	-0.00084160
-163.93333332	-0.00063226
-163.89999998	-0.00029186
