-174.63333334	-0.00080061
-174.60000000	-0.00072122
-174.56666667	-0.00075723
-174.53333334	-0.00065328
-174.50000000	-0.00059181
-174.46666667	-0.00057234
-174.43333334	-0.00056357
-174.40000000	-0.00048010
-174.36666667	-0.00040775
-174.33333333	-0.00040556
-174.30000000	-0.00025796
-174.26666667	-0.00021442
-174.23333333	-0.00010101
-174.20000000	0.00002061
-174.16666667	0.00010760
-174.13333333	0.00021257
-174.10000000	0.00033627
-174.06666667	0.00040180
-174.03333333	0.00043368
-174.00000000	0.00047615
-173.96666667	0.00050157
-173.93333333	0.00047893
-173.90000000	0.00053086
-173.86666667	0.00053673
-173.83333333	0.00049505
-173.80000000	0.00050553
-173.76666667	0.00051257
-173.73333333	0.00046393
-173.70000000	0.00051298
-173.66666667	0.00052316
-173.63333333	0.00054325
-173.60000000	0.00048104
-173.56666666	0.00051681
-173.53333333	0.00052403
-173.50000000	0.00055116
-173.46666666	0.00053947
-173.43333333	0.00052186
-173.40000000	0.00050161
-173.36666666	0.00057540
-173.33333333	0.00058864
-173.30000000	0.00055911
-173.26666666	0.00049216
-173.23333333	0.00043798
-173.20000000	0.00032138
-173.16666666	0.00022648
-173.13333333	0.00022142
-173.10000000	0.00007580
-173.06666666	0.00003638
-173.03333333	-0.00011292
-173.00000000	-0.00014977
-172.96666666	-0.00019754
-172.93333333	-0.00022583
-172.89999999	-0.00032273
-172.86666666	-0.00028466
-172.83333333	-0.00035410
-172.79999999	-0.00042254
-172.76666666	-0.00039891
-172.73333333	-0.00048276
-172.69999999	-0.00049580
-172.66666666	-0.00053906
-172.63333333	-0.00066909
-172.59999999	-0.00074151
-172.56666666	-0.00081445
-172.53333333	-0.00085402
-172.49999999	-0.00093803
-172.46666666	-0.00107997
-172.43333333	-0.00114787
-172.39999999	-0.00124491
-172.36666666	-0.00125934
-172.33333333	-0.00135281
-172.29999999	-0.00135514
-172.26666666	-0.00138776
-172.23333333	-0.00145407
-172.19999999	-0.00143340
-172.16666666	-0.00146738
-172.13333332	-0.00140630
-172.09999999	-0.00138830
-172.06666666	-0.00146264
-172.03333332	-0.00142480
-171.99999999	-0.00146876
-171.96666666	-0.00150734
-171.93333332	-0.00150661
-171.89999999	-0.00146409
-171.86666666	-0.00160769
-171.83333332	-0.00157067
-171.79999999	-0.00159209
-171.76666666	-0.00157002
-171.73333332	-0.00157607
-171.69999999	-0.00158161
-171.66666666	-0.00150145
-171.63333332	-0.00143131
-171.59999999	-0.00139000
-171.56666666	-0.00129721
-171.53333332	-0.00125440
-171.49999999	-0.00113117
-171.46666666	-0.00110182
-171.43333332	-0.00103291
-171.39999999	-0.00097636
-171.36666665	-0.00088621
-171.33333332	-0.00084796
-171.29999999	-0.00088108
-171.26666665	-0.00091888
-171.23333332	-0.00085546
-171.19999999	-0.00087546
-171.16666665	-0.00091568
-171.13333332	-0.00100688
-171.09999999	-0.00096779
-171.06666665	-0.00100204
-171.03333332	-0.00101650
-170.99999999	-0.00104899
-170.96666665	-0.00102661
-170.93333332	-0.00099739
-170.89999999	-0.00093831
-170.86666665	-0.00092730
-170.83333332	-0.00087594
-170.79999999	-0.00083997
-170.76666665	-0.00080817
-170.73333332	-0.00077416
-170.69999998	-0.00075832
-170.66666665	-0.00069925
-170.63333332	-0.00073239
-170.59999998	-0.00086486
-170.56666665	-0.00089233
-170.53333332	-0.00094705
-170.49999998	-0.00099493
-170.46666665	-0.00103772
-170.43333332	-0.00111397
-170.39999998	-0.00124459
-170.36666665	-0.00129399
-170.33333332	-0.00142893
-170.29999998	-0.00152495
-170.26666665	-0.00162903
-170.23333332	-0.00161460
-170.19999998	-0.00171744
-170.16666665	-0.00167182
-170.13333332	-0.00170590
-170.09999998	-0.00173146
-170.06666665	-0.00168378
-170.03333332	-0.00164579
-169.99999998	-0.00161614
-169.96666665	-0.00163477
-169.93333331	-0.00161309
-169.89999998	-0.00152868
-169.86666665	-0.00151814
-169.83333331	-0.00147144
-169.79999998	-0.00151628
-169.76666665	-0.00155141
-169.73333331	-0.00157558
-169.69999998	-0.00159229
-169.66666665	-0.00161029
-169.63333331	-0.00165895
-169.59999998	-0.00167347
-169.56666665	-0.00168819
-169.53333331	-0.00176077
-169.49999998	-0.00171746
-169.46666665	-0.00166924
-169.43333331	-0.00177037
